Age,price_age,selling_price,km_driven,owner
5,507648.5144,250000,50000,First Owner
6,518887.0548,185000,40000,Third Owner
12,179747.4918,100000,60000,Second Owner
5,507648.5144,610000,55000,First Owner
8,383616.7757,290000,80000,First Owner
8,383616.7757,300000,295000,First Owner
5,507648.5144,225000,80000,First Owner
3,736892.2615,320000,50000,Second Owner
8,383616.7757,135000,158000,Third Owner
14,153494.2184,400000,400000,Third Owner
4,643706.7143,600000,19495,First Owner
7,441215.578,570000,62668,First Owner
7,441215.578,850000,85710,First Owner
9,298903.3151,250000,55130,Second Owner
6,518887.0548,580000,63356,Second Owner
8,383616.7757,1680000,129627,First Owner
10,278209.7113,180000,15000,First Owner
3,736892.2615,300000,50000,First Owner
8,383616.7757,269000,70000,Second Owner
2,823822.0285,231999,20000,First Owner
9,298903.3151,150000,60000,Third Owner
3,736892.2615,495000,5000,First Owner
6,518887.0548,700000,15000,First Owner
2,823822.0285,400000,4400,Second Owner
1,870222.1961,599000,15000,Third Owner
7,441215.578,421000,45000,First Owner
2,823822.0285,841000,1000,First Owner
6,518887.0548,295000,38500,First Owner
9,298903.3151,220000,25000,First Owner
7,441215.578,250000,35000,First Owner
11,242653.8077,1100000,110000,Second Owner
8,383616.7757,300000,40000,First Owner
13,165466.0097,80000,110000,Second Owner
7,441215.578,215000,20000,Third Owner
8,383616.7757,245000,14987,First Owner
4,643706.7143,650000,25061,First Owner
3,736892.2615,760000,42494,First Owner
6,518887.0548,395000,44875,First Owner
6,518887.0548,280000,89741,Second Owner
4,643706.7143,495000,65000,First Owner
4,643706.7143,525000,35000,First Owner
11,242653.8077,420000,347089,First Owner
10,278209.7113,210000,34500,First Owner
2,823822.0285,650000,30000,First Owner
2,823822.0285,2300000,39000,First Owner
1,870222.1961,525000,16000,First Owner
10,278209.7113,195000,80000,Second Owner
4,643706.7143,650000,60000,First Owner
5,507648.5144,540000,110000,First Owner
6,518887.0548,180000,61000,First Owner
2,823822.0285,980000,50000,First Owner
6,518887.0548,250000,90000,First Owner
2,823822.0285,550000,35000,First Owner
5,507648.5144,509999,43000,Second Owner
3,736892.2615,320000,50000,First Owner
4,643706.7143,275000,25000,First Owner
7,441215.578,550000,222252,First Owner
11,242653.8077,145000,50000,Second Owner
7,441215.578,250000,80000,First Owner
8,383616.7757,520000,35000,First Owner
13,165466.0097,95000,85000,Second Owner
9,298903.3151,725000,110000,Third Owner
14,153494.2184,55000,70000,Second Owner
6,518887.0548,600000,100000,First Owner
7,441215.578,330000,120000,Second Owner
5,507648.5144,470000,89000,First Owner
7,441215.578,365000,120000,First Owner
7,441215.578,250000,40000,Second Owner
3,736892.2615,430000,17000,First Owner
7,441215.578,400000,125000,Second Owner
5,507648.5144,615000,110000,Second Owner
9,298903.3151,150000,120000,Second Owner
6,518887.0548,800000,90000,First Owner
6,518887.0548,600000,87000,Second Owner
6,518887.0548,800000,15000,First Owner
8,383616.7757,350000,38000,First Owner
9,298903.3151,300000,64000,Second Owner
5,507648.5144,399000,55250,First Owner
9,298903.3151,300000,110000,First Owner
8,383616.7757,150000,70000,First Owner
10,278209.7113,320000,60000,Third Owner
2,823822.0285,1280000,17000,First Owner
3,736892.2615,300000,13000,Second Owner
4,643706.7143,1000000,60000,First Owner
8,383616.7757,1090000,120000,Second Owner
8,383616.7757,450000,97000,Second Owner
13,165466.0097,60000,130000,Second Owner
7,441215.578,500000,50000,First Owner
8,383616.7757,200000,120000,Second Owner
14,153494.2184,60000,100000,Second Owner
8,383616.7757,185000,67000,Second Owner
5,507648.5144,155000,60000,First Owner
4,643706.7143,300000,20000,First Owner
2,823822.0285,850000,12500,First Owner
1,870222.1961,470000,4000,First Owner
1,870222.1961,600000,25000,First Owner
7,441215.578,700000,70000,Second Owner
10,278209.7113,1250000,205000,Second Owner
12,179747.4918,650000,70000,Third Owner
2,823822.0285,450000,70000,Second Owner
6,518887.0548,750000,100000,Second Owner
7,441215.578,775000,70000,Second Owner
9,298903.3151,800000,220000,First Owner
5,507648.5144,360000,80000,Second Owner
10,278209.7113,250000,120000,First Owner
3,736892.2615,1490000,22038,First Owner
7,441215.578,600000,80000,First Owner
10,278209.7113,120000,90000,First Owner
8,383616.7757,320000,140000,Second Owner
9,298903.3151,400000,120000,Second Owner
5,507648.5144,302000,60000,First Owner
6,518887.0548,150000,60000,Second Owner
8,383616.7757,200000,90000,Second Owner
12,179747.4918,120000,175000,Second Owner
1,870222.1961,1400000,10000,First Owner
3,736892.2615,620000,65000,First Owner
8,383616.7757,449000,90000,First Owner
13,165466.0097,100000,70000,First Owner
2,823822.0285,600000,2500,First Owner
8,383616.7757,250000,40000,First Owner
2,823822.0285,550000,63000,First Owner
6,518887.0548,360000,70000,First Owner
8,383616.7757,650000,60000,First Owner
8,383616.7757,199000,92000,Third Owner
6,518887.0548,285000,89126,First Owner
11,242653.8077,260000,134000,First Owner
1,870222.1961,869999,15000,First Owner
4,643706.7143,425000,42500,First Owner
8,383616.7757,490000,42000,First Owner
5,507648.5144,750000,70000,Second Owner
16,125530.303,125000,110000,Third Owner
6,518887.0548,221000,131365,First Owner
4,643706.7143,724000,48980,First Owner
6,518887.0548,440000,46000,First Owner
11,242653.8077,70000,60000,Third Owner
5,507648.5144,511000,58000,First Owner
4,643706.7143,790000,22000,First Owner
3,736892.2615,640000,37000,First Owner
8,383616.7757,126000,98900,Third Owner
8,383616.7757,120000,125000,First Owner
3,736892.2615,650000,60000,First Owner
6,518887.0548,450000,80000,Second Owner
3,736892.2615,600000,40000,First Owner
8,383616.7757,620000,80000,Second Owner
6,518887.0548,600000,30000,First Owner
2,823822.0285,795000,35000,First Owner
9,298903.3151,300000,180000,Third Owner
5,507648.5144,495000,60000,First Owner
2,823822.0285,1350000,34000,First Owner
6,518887.0548,350000,145000,First Owner
2,823822.0285,500000,70000,First Owner
3,736892.2615,2575000,36000,First Owner
6,518887.0548,345000,58000,First Owner
7,441215.578,220000,100000,First Owner
21,76428.57143,50000,100000,Second Owner
3,736892.2615,585000,14000,First Owner
2,823822.0285,625000,13800,First Owner
3,736892.2615,1035000,23000,First Owner
3,736892.2615,600000,99700,First Owner
1,870222.1961,3100000,5000,First Owner
6,518887.0548,650000,49654,First Owner
4,643706.7143,550000,45457,First Owner
3,736892.2615,1260000,39221,First Owner
4,643706.7143,660000,48220,First Owner
3,736892.2615,700000,11114,First Owner
12,179747.4918,235000,60208,First Owner
7,441215.578,475000,80000,First Owner
12,179747.4918,795000,98600,First Owner
4,643706.7143,8900000,13000,First Owner
5,507648.5144,3200000,30000,First Owner
1,870222.1961,1860000,18000,First Owner
10,278209.7113,4200000,100000,First Owner
5,507648.5144,850000,58000,First Owner
3,736892.2615,585000,85441,First Owner
5,507648.5144,380000,64541,First Owner
1,870222.1961,650000,35000,First Owner
3,736892.2615,434999,16267,First Owner
7,441215.578,525000,71500,First Owner
1,870222.1961,4800000,12999,First Owner
12,179747.4918,160000,80000,First Owner
13,165466.0097,160000,90000,Second Owner
3,736892.2615,900000,14700,First Owner
20,76300,61000,90000,Second Owner
11,242653.8077,150000,100000,Second Owner
1,870222.1961,950000,24000,First Owner
13,165466.0097,110000,90000,First Owner
5,507648.5144,375000,30000,First Owner
3,736892.2615,350000,80000,First Owner
8,383616.7757,310000,92686,Second Owner
10,278209.7113,90000,300000,Third Owner
9,298903.3151,350000,90000,Second Owner
17,78315.78947,100000,60000,First Owner
3,736892.2615,1300000,40000,First Owner
6,518887.0548,280000,55000,First Owner
2,823822.0285,360000,6000,First Owner
9,298903.3151,150000,40000,Second Owner
3,736892.2615,900000,15000,First Owner
15,114381.1897,120000,50000,Second Owner
10,278209.7113,215000,90000,Second Owner
7,441215.578,550000,38500,First Owner
2,823822.0285,775000,35000,First Owner
19,110666.6,409999,49359,Third Owner
15,114381.1897,65000,70000,Second Owner
12,179747.4918,200000,90000,Second Owner
10,278209.7113,240000,50000,Second Owner
8,383616.7757,800000,108731,First Owner
10,278209.7113,400000,120000,First Owner
13,165466.0097,150000,90000,Third Owner
6,518887.0548,500000,140000,Second Owner
6,518887.0548,320000,80000,First Owner
2,823822.0285,285000,14000,First Owner
8,383616.7757,360000,70000,Second Owner
11,242653.8077,450000,55000,Second Owner
9,298903.3151,175000,60000,Third Owner
9,298903.3151,350000,74000,Second Owner
0,779843.75,530000,45000,First Owner
3,736892.2615,1025000,38000,First Owner
3,736892.2615,950000,24000,First Owner
3,736892.2615,725000,29976,First Owner
3,736892.2615,919999,41000,First Owner
2,823822.0285,700000,15000,First Owner
3,736892.2615,725000,36000,First Owner
3,736892.2615,840000,30646,First Owner
5,507648.5144,365000,23600,First Owner
6,518887.0548,665000,71318,First Owner
17,78315.78947,50000,78098,First Owner
6,518887.0548,225000,30000,First Owner
8,383616.7757,229999,45000,Second Owner
12,179747.4918,145000,67000,First Owner
3,736892.2615,750000,18054,First Owner
5,507648.5144,785000,40000,First Owner
9,298903.3151,225000,30000,First Owner
3,736892.2615,300000,80000,First Owner
4,643706.7143,680000,20000,First Owner
4,643706.7143,700000,40000,First Owner
9,298903.3151,180000,120000,First Owner
12,179747.4918,270000,120000,Second Owner
10,278209.7113,370000,97000,Second Owner
2,823822.0285,1100000,70000,First Owner
7,441215.578,430000,88000,Second Owner
6,518887.0548,550000,38406,First Owner
6,518887.0548,320000,54350,First Owner
5,507648.5144,390000,32260,First Owner
6,518887.0548,550000,58231,First Owner
8,383616.7757,370000,59858,First Owner
10,278209.7113,190000,73350,First Owner
7,441215.578,509999,88473,First Owner
7,441215.578,450000,96987,First Owner
4,643706.7143,5500000,77350,First Owner
5,507648.5144,550000,61187,First Owner
11,242653.8077,400000,68350,First Owner
5,507648.5144,585000,81150,First Owner
1,870222.1961,500000,30000,First Owner
5,507648.5144,800000,30000,First Owner
11,242653.8077,265000,120000,Second Owner
8,383616.7757,175000,180000,First Owner
13,165466.0097,125000,50000,Second Owner
10,278209.7113,165000,80000,First Owner
9,298903.3151,150000,280000,First Owner
5,507648.5144,1025000,90000,Second Owner
6,518887.0548,1030000,250000,Second Owner
10,278209.7113,250000,110000,Third Owner
20,76300,85000,80000,Second Owner
4,643706.7143,500000,35000,First Owner
2,823822.0285,350000,15000,First Owner
10,278209.7113,190000,52000,Second Owner
11,242653.8077,940000,140000,First Owner
7,441215.578,475000,60000,Second Owner
2,823822.0285,300000,17000,First Owner
4,643706.7143,250000,70000,Third Owner
8,383616.7757,290000,125000,Second Owner
10,278209.7113,75000,300000,Third Owner
5,507648.5144,1000000,120000,Second Owner
5,507648.5144,550000,87000,First Owner
10,278209.7113,285000,75000,Third Owner
8,383616.7757,229999,40000,Second Owner
6,518887.0548,580000,120000,First Owner
14,153494.2184,70000,105700,First Owner
3,736892.2615,430999,14000,First Owner
10,278209.7113,80000,70000,First Owner
1,870222.1961,335000,28000,First Owner
3,736892.2615,350000,51000,First Owner
2,823822.0285,315000,56000,First Owner
1,870222.1961,1100000,35000,First Owner
15,114381.1897,80000,24000,First Owner
6,518887.0548,285000,64000,Second Owner
11,242653.8077,100000,120000,Third Owner
9,298903.3151,225000,37091,First Owner
3,736892.2615,4500000,80000,First Owner
2,823822.0285,320000,38900,Third Owner
4,643706.7143,1249000,60000,Third Owner
12,179747.4918,120000,110000,Third Owner
9,298903.3151,200000,100000,Second Owner
4,643706.7143,1151000,85000,First Owner
8,383616.7757,120000,140000,First Owner
3,736892.2615,220000,20000,First Owner
2,823822.0285,784000,40000,First Owner
2,823822.0285,350000,20000,First Owner
2,823822.0285,1400000,50000,First Owner
1,870222.1961,525000,9400,First Owner
3,736892.2615,930000,12000,First Owner
3,736892.2615,440000,14100,First Owner
4,643706.7143,434999,21000,First Owner
9,298903.3151,250000,28000,First Owner
3,736892.2615,940000,35000,First Owner
3,736892.2615,1050000,31000,First Owner
4,643706.7143,825000,58000,First Owner
8,383616.7757,229999,25000,First Owner
9,298903.3151,375000,72000,First Owner
7,441215.578,640000,89000,First Owner
8,383616.7757,800000,160000,First Owner
8,383616.7757,130000,30000,Third Owner
6,518887.0548,300000,37555,First Owner
2,823822.0285,440000,14000,First Owner
6,518887.0548,595000,56600,First Owner
7,441215.578,450000,110000,First Owner
3,736892.2615,690000,50000,First Owner
1,870222.1961,300000,5000,First Owner
6,518887.0548,170000,100000,Second Owner
8,383616.7757,280000,120000,First Owner
11,242653.8077,220000,67580,Second Owner
11,242653.8077,140000,100000,Third Owner
16,125530.303,45000,60000,First Owner
6,518887.0548,200000,125000,Second Owner
12,179747.4918,325000,120000,Second Owner
10,278209.7113,300000,130000,Second Owner
11,242653.8077,120000,250000,Second Owner
5,507648.5144,280000,40000,First Owner
7,441215.578,225000,78000,First Owner
4,643706.7143,535000,38365,First Owner
0,779843.75,426000,1000,First Owner
5,507648.5144,295000,90000,Third Owner
9,298903.3151,330000,100000,Second Owner
11,242653.8077,150000,80000,First Owner
4,643706.7143,927999,90000,First Owner
5,507648.5144,399000,55000,First Owner
5,507648.5144,350000,90000,First Owner
14,153494.2184,125000,50000,Second Owner
12,179747.4918,150000,90000,Second Owner
6,518887.0548,675000,61000,First Owner
2,823822.0285,950000,30000,First Owner
2,823822.0285,409999,45000,First Owner
9,298903.3151,225000,60000,First Owner
12,179747.4918,350000,75000,Second Owner
15,114381.1897,51111,140000,Third Owner
7,441215.578,290000,56000,First Owner
13,165466.0097,212000,58000,Second Owner
7,441215.578,900000,49000,Second Owner
9,298903.3151,221000,56000,Second Owner
7,441215.578,675000,73000,First Owner
6,518887.0548,421000,69000,First Owner
12,179747.4918,350000,10000,First Owner
10,278209.7113,140000,110000,First Owner
18,88571.42857,90000,116000,Second Owner
11,242653.8077,180000,30000,First Owner
11,242653.8077,210000,109000,Second Owner
3,736892.2615,700000,90000,First Owner
8,383616.7757,125000,120000,First Owner
3,736892.2615,530000,64916,First Owner
2,823822.0285,800000,37161,First Owner
4,643706.7143,580000,15000,First Owner
8,383616.7757,1400000,118000,Second Owner
2,823822.0285,300000,50852,First Owner
5,507648.5144,700000,77000,First Owner
8,383616.7757,250000,70000,Third Owner
4,643706.7143,500000,120000,First Owner
11,242653.8077,428000,40000,Third Owner
1,870222.1961,1400000,33000,First Owner
7,441215.578,219000,53500,Third Owner
10,278209.7113,409999,60000,First Owner
2,823822.0285,570000,5000,First Owner
13,165466.0097,160000,80000,Third Owner
3,736892.2615,749000,51500,Second Owner
6,518887.0548,550000,79800,First Owner
5,507648.5144,550000,97000,Second Owner
1,870222.1961,1250000,6590,First Owner
3,736892.2615,700000,49957,First Owner
3,736892.2615,600000,43235,First Owner
2,823822.0285,925000,50699,First Owner
4,643706.7143,1800000,126000,First Owner
5,507648.5144,459999,140730,Second Owner
5,507648.5144,565000,46000,First Owner
7,441215.578,170000,80000,Third Owner
19,110666.6,150000,256000,First Owner
12,179747.4918,295000,120000,First Owner
2,823822.0285,819999,40000,First Owner
1,870222.1961,819999,40000,First Owner
5,507648.5144,550000,135000,Second Owner
5,507648.5144,550000,50000,First Owner
3,736892.2615,590000,98000,First Owner
3,736892.2615,950000,50000,First Owner
7,441215.578,500000,120000,First Owner
3,736892.2615,720000,35000,First Owner
5,507648.5144,390000,70000,Second Owner
6,518887.0548,500000,35000,First Owner
4,643706.7143,2500000,70000,Second Owner
3,736892.2615,780000,50000,First Owner
5,507648.5144,484999,90000,Second Owner
8,383616.7757,420000,90000,Second Owner
5,507648.5144,1225000,70000,First Owner
5,507648.5144,350000,50000,Second Owner
5,507648.5144,350000,120000,Third Owner
9,298903.3151,800000,230000,First Owner
16,125530.303,125000,70000,Second Owner
10,278209.7113,75000,100000,Third Owner
2,823822.0285,509999,15000,First Owner
6,518887.0548,215000,80000,Third Owner
6,518887.0548,480000,101000,First Owner
4,643706.7143,630000,55000,First Owner
13,165466.0097,190000,115000,Second Owner
5,507648.5144,500000,100000,First Owner
6,518887.0548,850000,52000,Second Owner
9,298903.3151,350000,105000,First Owner
7,441215.578,425000,170000,First Owner
5,507648.5144,495000,105000,First Owner
3,736892.2615,890000,60000,Second Owner
2,823822.0285,1100000,25000,Second Owner
6,518887.0548,650000,218000,Second Owner
11,242653.8077,233000,58000,Third Owner
5,507648.5144,300000,110000,Second Owner
0,779843.75,614000,1000,First Owner
10,278209.7113,250000,100000,Second Owner
10,278209.7113,250000,110000,Second Owner
7,441215.578,290000,52000,First Owner
7,441215.578,320000,80000,Second Owner
14,153494.2184,145000,52000,Second Owner
15,114381.1897,100000,124000,Second Owner
10,278209.7113,130000,210000,Second Owner
14,153494.2184,145000,66000,Second Owner
12,179747.4918,110000,120000,Third Owner
1,870222.1961,680000,40000,First Owner
16,125530.303,37500,90000,Second Owner
9,298903.3151,200000,120000,Second Owner
1,870222.1961,1000000,15000,First Owner
1,870222.1961,2800000,10000,First Owner
5,507648.5144,470000,170000,First Owner
3,736892.2615,415000,20000,First Owner
6,518887.0548,500000,82000,First Owner
7,441215.578,150000,60000,Second Owner
15,114381.1897,95000,50000,Second Owner
12,179747.4918,114999,66782,Second Owner
14,153494.2184,75000,130000,First Owner
6,518887.0548,195000,75000,Second Owner
5,507648.5144,155000,40000,First Owner
20,76300,65000,90000,Second Owner
15,114381.1897,65000,150000,Third Owner
5,507648.5144,190000,60000,Second Owner
8,383616.7757,200000,112198,Second Owner
10,278209.7113,160000,60000,Second Owner
10,278209.7113,150000,130000,Second Owner
5,507648.5144,530000,175000,Third Owner
5,507648.5144,750000,120000,First Owner
8,383616.7757,225000,90000,Second Owner
8,383616.7757,600000,170000,First Owner
6,518887.0548,409999,80000,Second Owner
11,242653.8077,110000,83000,Second Owner
4,643706.7143,865000,90000,First Owner
4,643706.7143,225000,40000,First Owner
